"biotypes"	"length"	"gc"
"ENSMUSG00000028884"	"protein_coding"	793	52.07
"ENSMUSG00000028885"	"protein_coding"	2006	54.04
"ENSMUSG00000088219"	"snoRNA"	93	56.99
"ENSMUSG00000088218"	"snRNA"	103	36.89
"ENSMUSG00000088217"	"snRNA"	106	43.40
"ENSMUSG00000088216"	"snRNA"	106	31.13
"ENSMUSG00000088214"	"snRNA"	63	31.75
"ENSMUSG00000034636"	"protein_coding"	4569	43.98
"ENSMUSG00000088212"	"snRNA"	161	49.07
"ENSMUSG00000088211"	"snRNA"	102	44.12
"ENSMUSG00000088210"	"snRNA"	105	44.76
"ENSMUSG00000029420"	"protein_coding"	4264	54.81
"ENSMUSG00000029423"	"protein_coding"	3944	52.16
"ENSMUSG00000029422"	"protein_coding"	2887	40.47
"ENSMUSG00000029427"	"protein_coding"	4286	47.85
"ENSMUSG00000029426"	"protein_coding"	2110	51.28
"ENSMUSG00000029428"	"protein_coding"	1340	51.13
"ENSMUSG00000035582"	"protein_coding"	2476	44.30
"ENSMUSG00000035580"	"protein_coding"	4072	46.19
"ENSMUSG00000035585"	"protein_coding"	966	59.99
"ENSMUSG00000025701"	"protein_coding"	1763	53.25
"ENSMUSG00000025702"	"protein_coding"	1415	51.20
"ENSMUSG00000034987"	"protein_coding"	2789	52.49
"ENSMUSG00000034981"	"protein_coding"	5068	47.97
"ENSMUSG00000021635"	"protein_coding"	2782	43.13
"ENSMUSG00000021636"	"protein_coding"	2384	50.65
"ENSMUSG00000021631"	"protein_coding"	625	45.76
"ENSMUSG00000021638"	"protein_coding"	2334	45.12
"ENSMUSG00000021639"	"protein_coding"	1164	43.28
"ENSMUSG00000032673"	"protein_coding"	1522	40.74
"ENSMUSG00000032586"	"protein_coding"	2697	51.43
"ENSMUSG00000074151"	"processed_transcript"	2760	50.15
"ENSMUSG00000032582"	"protein_coding"	3983	45.97
"ENSMUSG00000074156"	"protein_coding"	1124	45.02
"ENSMUSG00000074155"	"protein_coding"	1239	53.27
"ENSMUSG00000074158"	"protein_coding"	3422	38.01
"ENSMUSG00000032589"	"protein_coding"	11716	58.23
"ENSMUSG00000086192"	"antisense"	589	48.73
"ENSMUSG00000042002"	"protein_coding"	1377	59.78
"ENSMUSG00000045055"	"retrotransposed"	510	53.73
"ENSMUSG00000045052"	"protein_coding"	1572	56.81
"ENSMUSG00000045053"	"protein_coding"	3356	52.18
"ENSMUSG00000086193"	"antisense"	440	50.45
"ENSMUSG00000026753"	"protein_coding"	2301	40.37
"ENSMUSG00000017309"	"protein_coding"	2133	54.26
"ENSMUSG00000087296"	"lincRNA"	639	45.38
"ENSMUSG00000087297"	"antisense"	307	54.40
"ENSMUSG00000087294"	"lincRNA"	464	52.80
"ENSMUSG00000087295"	"lincRNA"	421	48.93
"ENSMUSG00000087292"	"antisense"	392	52.21
"ENSMUSG00000087293"	"antisense"	667	51.72
"ENSMUSG00000087290"	"antisense"	913	42.83
"ENSMUSG00000087291"	"lincRNA"	2323	56.43
"ENSMUSG00000033985"	"protein_coding"	2109	50.11
"ENSMUSG00000033987"	"protein_coding"	8783	54.70
"ENSMUSG00000033981"	"protein_coding"	6841	38.00
"ENSMUSG00000087298"	"pseudogene"	1168	39.38
"ENSMUSG00000087299"	"antisense"	751	39.41
"ENSMUSG00000088969"	"snRNA"	110	38.18
"ENSMUSG00000026754"	"protein_coding"	2216	45.60
"ENSMUSG00000088965"	"snoRNA"	91	36.26
"ENSMUSG00000088964"	"snRNA"	88	42.05
"ENSMUSG00000088966"	"snoRNA"	117	39.32
"ENSMUSG00000088961"	"snRNA"	102	44.12
"ENSMUSG00000088960"	"snRNA"	111	30.63
"ENSMUSG00000059218"	"protein_coding"	1186	43.01
"ENSMUSG00000086527"	"antisense"	1162	46.90
"ENSMUSG00000086526"	"antisense"	456	50.88
"ENSMUSG00000086525"	"pseudogene"	351	40.74
"ENSMUSG00000086524"	"pseudogene"	513	60.04
"ENSMUSG00000086523"	"lincRNA"	603	45.44
"ENSMUSG00000086522"	"antisense"	657	53.27
"ENSMUSG00000086521"	"pseudogene"	914	49.92
"ENSMUSG00000044092"	"protein_coding"	2041	56.35
"ENSMUSG00000044095"	"pseudogene"	2301	55.19
"ENSMUSG00000086529"	"antisense"	629	48.17
"ENSMUSG00000086528"	"antisense"	2195	39.82
"ENSMUSG00000075284"	"protein_coding"	1825	53.67
"ENSMUSG00000075286"	"protein_coding"	348	50.29
"ENSMUSG00000075288"	"pseudogene"	348	44.83
"ENSMUSG00000075289"	"protein_coding"	3968	58.34
"ENSMUSG00000090660"	"pseudogene"	393	45.55
"ENSMUSG00000083685"	"pseudogene"	328	51.22
"ENSMUSG00000024941"	"protein_coding"	2637	58.29
"ENSMUSG00000024940"	"protein_coding"	5190	61.50
"ENSMUSG00000024943"	"protein_coding"	5730	39.13
"ENSMUSG00000024942"	"protein_coding"	3074	57.20
"ENSMUSG00000024944"	"protein_coding"	1350	54.97
"ENSMUSG00000024947"	"protein_coding"	2094	58.51
"ENSMUSG00000024140"	"protein_coding"	5309	52.59
"ENSMUSG00000024949"	"protein_coding"	1484	54.24
"ENSMUSG00000024948"	"protein_coding"	1421	57.85
"ENSMUSG00000079615"	"protein_coding"	4314	48.17
"ENSMUSG00000024142"	"protein_coding"	3363	54.24
"ENSMUSG00000059534"	"protein_coding"	444	52.70
"ENSMUSG00000087432"	"antisense"	339	52.80
"ENSMUSG00000087433"	"antisense"	433	43.88
"ENSMUSG00000051727"	"protein_coding"	1120	52.63
"ENSMUSG00000087431"	"antisense"	1819	46.67
"ENSMUSG00000087436"	"antisense"	713	57.92
"ENSMUSG00000087437"	"antisense"	949	55.86
"ENSMUSG00000051723"	"retrotransposed"	378	48.94
"ENSMUSG00000087435"	"antisense"	556	59.71
"ENSMUSG00000043843"	"protein_coding"	1670	57.73
"ENSMUSG00000087439"	"antisense"	682	51.36
"ENSMUSG00000051729"	"protein_coding"	1230	39.36
"ENSMUSG00000051728"	"protein_coding"	2679	49.87
"ENSMUSG00000080808"	"pseudogene"	1715	42.57
"ENSMUSG00000080809"	"pseudogene"	925	46.59
"ENSMUSG00000080802"	"pseudogene"	172	41.86
"ENSMUSG00000080803"	"pseudogene"	415	49.16
"ENSMUSG00000080800"	"pseudogene"	236	43.64
"ENSMUSG00000080801"	"pseudogene"	1392	46.12
"ENSMUSG00000080806"	"pseudogene"	585	45.13
"ENSMUSG00000080807"	"pseudogene"	691	48.48
"ENSMUSG00000080805"	"pseudogene"	358	43.85
"ENSMUSG00000005615"	"protein_coding"	2487	49.82
"ENSMUSG00000005610"	"protein_coding"	1550	43.24
"ENSMUSG00000005611"	"protein_coding"	2836	54.63
"ENSMUSG00000040576"	"protein_coding"	932	59.55
"ENSMUSG00000040570"	"protein_coding"	2784	48.17
"ENSMUSG00000051098"	"protein_coding"	3881	39.11
"ENSMUSG00000051095"	"protein_coding"	1016	47.34
"ENSMUSG00000082523"	"pseudogene"	1332	36.11
"ENSMUSG00000082520"	"pseudogene"	411	47.45
"ENSMUSG00000082527"	"pseudogene"	222	55.41
"ENSMUSG00000082526"	"pseudogene"	314	48.41
"ENSMUSG00000090774"	"protein_coding"	2562	37.98
"ENSMUSG00000081975"	"pseudogene"	630	46.83
"ENSMUSG00000046932"	"protein_coding"	960	42.71
"ENSMUSG00000082528"	"pseudogene"	1676	40.69
"ENSMUSG00000046934"	"protein_coding"	1954	50.87
"ENSMUSG00000081974"	"pseudogene"	905	55.25
"ENSMUSG00000041347"	"protein_coding"	1338	55.61
"ENSMUSG00000026548"	"protein_coding"	1313	50.42
"ENSMUSG00000026542"	"protein_coding"	983	43.95
"ENSMUSG00000026547"	"protein_coding"	1134	57.09
"ENSMUSG00000026546"	"protein_coding"	784	53.25
"ENSMUSG00000026544"	"protein_coding"	1417	55.75
"ENSMUSG00000059395"	"protein_coding"	1455	46.94
"ENSMUSG00000059397"	"protein_coding"	942	52.87
"ENSMUSG00000080558"	"miRNA"	127	40.94
"ENSMUSG00000090779"	"antisense"	735	70.48
"ENSMUSG00000090778"	"antisense"	695	52.37
"ENSMUSG00000095808"	"protein_coding"	684	46.49
"ENSMUSG00000095809"	"protein_coding"	939	40.26
"ENSMUSG00000095800"	"protein_coding"	702	45.73
"ENSMUSG00000095801"	"protein_coding"	1904	38.45
"ENSMUSG00000095802"	"pseudogene"	639	38.03
"ENSMUSG00000095803"	"pseudogene"	736	50.41
"ENSMUSG00000095804"	"protein_coding"	948	41.77
"ENSMUSG00000095805"	"snRNA"	107	45.79
"ENSMUSG00000095806"	"protein_coding"	918	42.05
"ENSMUSG00000095807"	"protein_coding"	498	36.35
"ENSMUSG00000007107"	"protein_coding"	3470	50.09
"ENSMUSG00000083347"	"pseudogene"	260	43.08
"ENSMUSG00000081847"	"pseudogene"	485	44.74
"ENSMUSG00000084275"	"pseudogene"	549	47.33
"ENSMUSG00000084274"	"pseudogene"	1268	49.70
"ENSMUSG00000089605"	"rRNA"	111	43.24
"ENSMUSG00000084276"	"pseudogene"	471	44.59
"ENSMUSG00000084271"	"pseudogene"	216	37.04
"ENSMUSG00000084270"	"pseudogene"	577	37.78
"ENSMUSG00000089601"	"rRNA"	117	44.44
"ENSMUSG00000084272"	"pseudogene"	94	48.94
"ENSMUSG00000084279"	"pseudogene"	632	47.78
"ENSMUSG00000046402"	"protein_coding"	2628	52.44
"ENSMUSG00000089609"	"miRNA"	150	29.33
"ENSMUSG00000003824"	"protein_coding"	940	54.26
"ENSMUSG00000096140"	"protein_coding"	1321	47.31
"ENSMUSG00000045566"	"protein_coding"	231	51.52
"ENSMUSG00000096143"	"miRNA"	126	57.14
"ENSMUSG00000002059"	"protein_coding"	1001	55.24
"ENSMUSG00000002058"	"protein_coding"	1048	58.73
"ENSMUSG00000002057"	"protein_coding"	3214	56.53
"ENSMUSG00000033233"	"protein_coding"	3265	54.26
"ENSMUSG00000002055"	"protein_coding"	1435	50.60
"ENSMUSG00000002052"	"protein_coding"	5172	51.63
"ENSMUSG00000088554"	"misc_RNA"	278	38.49
"ENSMUSG00000088555"	"snRNA"	85	38.82
"ENSMUSG00000083728"	"pseudogene"	1679	41.87
"ENSMUSG00000083729"	"pseudogene"	904	45.02
"ENSMUSG00000088550"	"snoRNA"	123	53.66
"ENSMUSG00000088551"	"snRNA"	63	42.86
"ENSMUSG00000088552"	"miRNA"	66	51.52
"ENSMUSG00000088553"	"snRNA"	103	33.01
"ENSMUSG00000083722"	"pseudogene"	2662	58.41
"ENSMUSG00000083723"	"pseudogene"	424	48.35
"ENSMUSG00000083720"	"pseudogene"	532	50.56
"ENSMUSG00000083721"	"pseudogene"	970	48.56
"ENSMUSG00000046062"	"protein_coding"	4641	47.46
"ENSMUSG00000088559"	"miRNA"	82	53.66
"ENSMUSG00000083725"	"pseudogene"	859	45.87
"ENSMUSG00000016356"	"protein_coding"	2282	58.82
"ENSMUSG00000081388"	"pseudogene"	746	56.30
"ENSMUSG00000081389"	"pseudogene"	427	37.47
"ENSMUSG00000080459"	"miRNA"	123	34.15
"ENSMUSG00000081382"	"pseudogene"	525	57.14
"ENSMUSG00000081383"	"pseudogene"	505	47.92
"ENSMUSG00000081381"	"pseudogene"	594	44.61
"ENSMUSG00000081386"	"pseudogene"	907	38.81
"ENSMUSG00000081384"	"pseudogene"	811	41.80
"ENSMUSG00000064302"	"protein_coding"	7680	49.84
"ENSMUSG00000064307"	"protein_coding"	812	52.63
"ENSMUSG00000064308"	"protein_coding"	794	50.35
"ENSMUSG00000080380"	"miRNA"	121	49.59
"ENSMUSG00000080383"	"miRNA"	121	48.76
"ENSMUSG00000080385"	"miRNA"	90	47.78
"ENSMUSG00000080384"	"snRNA"	116	38.79
"ENSMUSG00000094679"	"protein_coding"	684	46.05
"ENSMUSG00000055971"	"protein_coding"	1072	44.82
"ENSMUSG00000078139"	"protein_coding"	1924	46.93
"ENSMUSG00000084493"	"snRNA"	127	47.24
"ENSMUSG00000084492"	"rRNA"	121	48.76
"ENSMUSG00000084497"	"snRNA"	100	44.00
"ENSMUSG00000095379"	"snRNA"	106	44.34
"ENSMUSG00000095376"	"rRNA"	119	60.50
"ENSMUSG00000084498"	"rRNA"	119	49.58
"ENSMUSG00000095374"	"snoRNA"	94	44.68
"ENSMUSG00000078132"	"protein_coding"	300	56.33
"ENSMUSG00000095372"	"snoRNA"	79	40.51
"ENSMUSG00000095373"	"protein_coding"	951	48.16
"ENSMUSG00000095370"	"IG_V_gene"	317	50.79
"ENSMUSG00000095371"	"protein_coding"	819	45.09
"ENSMUSG00000082899"	"pseudogene"	391	46.80
"ENSMUSG00000082898"	"pseudogene"	602	43.85
"ENSMUSG00000082893"	"pseudogene"	807	51.55
"ENSMUSG00000082892"	"pseudogene"	1342	41.21
"ENSMUSG00000082891"	"pseudogene"	203	39.41
"ENSMUSG00000082890"	"pseudogene"	258	45.74
"ENSMUSG00000082897"	"pseudogene"	314	51.59
"ENSMUSG00000082896"	"pseudogene"	2191	43.27
"ENSMUSG00000082895"	"pseudogene"	885	55.71
"ENSMUSG00000082894"	"pseudogene"	1886	42.42
"ENSMUSG00000014195"	"protein_coding"	977	48.26
"ENSMUSG00000004446"	"protein_coding"	1232	51.80
"ENSMUSG00000085559"	"lincRNA"	723	46.61
"ENSMUSG00000086478"	"lincRNA"	464	40.09
"ENSMUSG00000085558"	"lincRNA"	1900	46.84
"ENSMUSG00000094859"	"protein_coding"	903	43.30
"ENSMUSG00000086233"	"antisense"	533	46.05
"ENSMUSG00000001508"	"protein_coding"	1115	57.23
"ENSMUSG00000001504"	"protein_coding"	1015	54.26
"ENSMUSG00000001506"	"protein_coding"	1780	54.47
"ENSMUSG00000001507"	"protein_coding"	2715	56.67
"ENSMUSG00000092066"	"lincRNA"	1027	51.31
"ENSMUSG00000019261"	"protein_coding"	3271	64.02
"ENSMUSG00000092060"	"protein_coding"	7935	49.30
"ENSMUSG00000096779"	"miRNA"	121	49.59
"ENSMUSG00000096778"	"protein_coding"	702	45.44
"ENSMUSG00000096777"	"protein_coding"	498	51.00
"ENSMUSG00000096776"	"protein_coding"	903	43.63
"ENSMUSG00000096775"	"protein_coding"	1817	39.79
"ENSMUSG00000096774"	"snRNA"	104	42.31
"ENSMUSG00000096773"	"protein_coding"	942	45.65
"ENSMUSG00000096772"	"snRNA"	107	42.99
"ENSMUSG00000096771"	"snoRNA"	133	43.61
"ENSMUSG00000096770"	"protein_coding"	1717	42.75
"ENSMUSG00000017550"	"protein_coding"	4915	38.95
"ENSMUSG00000029007"	"protein_coding"	1603	57.68
"ENSMUSG00000038517"	"protein_coding"	2521	62.43
"ENSMUSG00000029005"	"protein_coding"	5200	54.35
"ENSMUSG00000022052"	"protein_coding"	4036	42.57
"ENSMUSG00000029003"	"protein_coding"	795	57.02
"ENSMUSG00000010021"	"protein_coding"	1651	59.75
"ENSMUSG00000010025"	"protein_coding"	1602	50.86
"ENSMUSG00000029001"	"protein_coding"	1129	57.46
"ENSMUSG00000089416"	"snRNA"	141	46.10
"ENSMUSG00000021506"	"protein_coding"	1546	67.53
"ENSMUSG00000079773"	"protein_coding"	412	62.14
"ENSMUSG00000079774"	"protein_coding"	4130	50.68
"ENSMUSG00000065950"	"retrotransposed"	447	52.57
"ENSMUSG00000065952"	"protein_coding"	1125	49.38
"ENSMUSG00000065954"	"protein_coding"	7083	49.38
"ENSMUSG00000065956"	"protein_coding"	403	45.91
"ENSMUSG00000081812"	"pseudogene"	1216	44.41
"ENSMUSG00000081813"	"pseudogene"	268	42.16
"ENSMUSG00000081810"	"pseudogene"	400	45.25
"ENSMUSG00000081811"	"pseudogene"	764	49.08
"ENSMUSG00000081816"	"pseudogene"	864	55.09
"ENSMUSG00000081817"	"pseudogene"	1588	41.31
"ENSMUSG00000081814"	"pseudogene"	282	43.97
"ENSMUSG00000081818"	"pseudogene"	338	52.37
"ENSMUSG00000081819"	"pseudogene"	493	46.65
"ENSMUSG00000054966"	"protein_coding"	1763	48.67
"ENSMUSG00000054967"	"protein_coding"	1608	58.27
"ENSMUSG00000077090"	"miRNA"	67	38.81
"ENSMUSG00000041308"	"protein_coding"	4423	49.83
"ENSMUSG00000041309"	"protein_coding"	1602	65.06
"ENSMUSG00000041303"	"protein_coding"	3005	43.53
"ENSMUSG00000041301"	"protein_coding"	4519	40.68
"ENSMUSG00000000365"	"protein_coding"	5148	39.96
"ENSMUSG00000093338"	"miRNA"	87	56.32
"ENSMUSG00000047166"	"pseudogene"	2387	62.04
"ENSMUSG00000078880"	"protein_coding"	1137	39.27
"ENSMUSG00000093334"	"miRNA"	166	44.58
"ENSMUSG00000093335"	"miRNA"	99	33.33
"ENSMUSG00000093336"	"miRNA"	86	50.00
"ENSMUSG00000093337"	"miRNA"	87	52.87
"ENSMUSG00000093331"	"miRNA"	70	57.14
"ENSMUSG00000022015"	"protein_coding"	2236	44.90
"ENSMUSG00000022014"	"protein_coding"	1522	48.29
"ENSMUSG00000022016"	"protein_coding"	9391	42.02
"ENSMUSG00000022010"	"protein_coding"	1452	50.85
"ENSMUSG00000022013"	"protein_coding"	648	48.77
"ENSMUSG00000022012"	"protein_coding"	3495	50.62
"ENSMUSG00000022019"	"protein_coding"	2361	44.93
"ENSMUSG00000022018"	"protein_coding"	918	54.25
"ENSMUSG00000055610"	"protein_coding"	1012	41.60
"ENSMUSG00000055612"	"protein_coding"	981	50.77
"ENSMUSG00000020528"	"protein_coding"	1456	45.90
"ENSMUSG00000020527"	"protein_coding"	2797	56.61
"ENSMUSG00000020526"	"protein_coding"	747	50.13
"ENSMUSG00000020525"	"protein_coding"	1833	49.40
"ENSMUSG00000020524"	"protein_coding"	3424	49.76
"ENSMUSG00000020523"	"protein_coding"	1435	48.66
"ENSMUSG00000020522"	"protein_coding"	2887	45.40
"ENSMUSG00000020521"	"protein_coding"	1883	48.00
"ENSMUSG00000020520"	"protein_coding"	3230	56.06
"ENSMUSG00000094810"	"protein_coding"	933	38.37
"ENSMUSG00000091867"	"protein_coding"	2226	46.99
"ENSMUSG00000091864"	"lincRNA"	906	38.19
"ENSMUSG00000091865"	"protein_coding"	1288	60.09
"ENSMUSG00000094814"	"protein_coding"	358	48.32
"ENSMUSG00000091863"	"protein_coding"	636	43.71
"ENSMUSG00000094816"	"protein_coding"	684	46.05
"ENSMUSG00000094817"	"protein_coding"	1653	46.40
"ENSMUSG00000094818"	"protein_coding"	425	51.29
"ENSMUSG00000094819"	"protein_coding"	1162	49.40
"ENSMUSG00000028759"	"protein_coding"	2198	50.11
"ENSMUSG00000052062"	"protein_coding"	4590	51.67
"ENSMUSG00000013643"	"protein_coding"	1156	50.37
"ENSMUSG00000013646"	"protein_coding"	2600	56.64
"ENSMUSG00000076505"	"IG_V_gene"	362	46.41
"ENSMUSG00000057612"	"protein_coding"	909	39.93
"ENSMUSG00000057610"	"protein_coding"	183	50.82
"ENSMUSG00000028756"	"protein_coding"	1850	57.19
"ENSMUSG00000057615"	"protein_coding"	1336	51.95
"ENSMUSG00000057614"	"protein_coding"	3193	43.28
"ENSMUSG00000028718"	"protein_coding"	2471	43.82
"ENSMUSG00000035770"	"protein_coding"	4633	47.05
"ENSMUSG00000078552"	"protein_coding"	789	57.16
"ENSMUSG00000028710"	"protein_coding"	1506	48.56
"ENSMUSG00000028750"	"protein_coding"	1934	54.73
"ENSMUSG00000028712"	"protein_coding"	1623	47.98
"ENSMUSG00000028713"	"protein_coding"	1261	51.90
"ENSMUSG00000028715"	"protein_coding"	1500	45.35
"ENSMUSG00000025544"	"protein_coding"	1742	48.05
"ENSMUSG00000025545"	"protein_coding"	1239	49.23
"ENSMUSG00000078550"	"pseudogene"	522	45.98
"ENSMUSG00000035775"	"protein_coding"	1927	49.46
"ENSMUSG00000039176"	"protein_coding"	1692	55.80
"ENSMUSG00000039174"	"protein_coding"	720	43.02
"ENSMUSG00000052396"	"protein_coding"	1067	56.45
"ENSMUSG00000035776"	"protein_coding"	2194	50.43
"ENSMUSG00000052392"	"protein_coding"	1486	54.40
"ENSMUSG00000078554"	"protein_coding"	572	65.42
"ENSMUSG00000039178"	"protein_coding"	2688	42.89
"ENSMUSG00000039179"	"protein_coding"	1540	55.82
"ENSMUSG00000092889"	"miRNA"	54	62.96
"ENSMUSG00000092888"	"snRNA"	200	49.00
"ENSMUSG00000092880"	"miRNA"	131	40.46
"ENSMUSG00000092885"	"miRNA"	53	39.62
"ENSMUSG00000092884"	"miRNA"	71	60.56
"ENSMUSG00000092887"	"snoRNA"	78	46.15
"ENSMUSG00000092886"	"miRNA"	70	60.00
"ENSMUSG00000067627"	"protein_coding"	135	46.67
"ENSMUSG00000025094"	"protein_coding"	3803	42.99
"ENSMUSG00000025090"	"protein_coding"	1086	45.40
"ENSMUSG00000025091"	"protein_coding"	1567	50.61
"ENSMUSG00000025092"	"protein_coding"	5733	49.35
"ENSMUSG00000021737"	"protein_coding"	900	45.97
"ENSMUSG00000065178"	"snRNA"	142	54.23
"ENSMUSG00000021731"	"protein_coding"	1590	52.26
"ENSMUSG00000021730"	"protein_coding"	3525	50.81
"ENSMUSG00000021733"	"protein_coding"	7389	40.03
"ENSMUSG00000021732"	"protein_coding"	1730	41.69
"ENSMUSG00000065173"	"snRNA"	106	42.45
"ENSMUSG00000021738"	"protein_coding"	6847	46.50
"ENSMUSG00000035873"	"protein_coding"	1828	53.34
"ENSMUSG00000022583"	"protein_coding"	877	47.21
"ENSMUSG00000035877"	"protein_coding"	4588	52.41
"ENSMUSG00000020033"	"lincRNA"	1291	49.28
"ENSMUSG00000035875"	"protein_coding"	897	40.75
"ENSMUSG00000035878"	"protein_coding"	3829	45.33
"ENSMUSG00000022580"	"protein_coding"	2249	61.26
"ENSMUSG00000008090"	"protein_coding"	2519	59.43
"ENSMUSG00000022586"	"protein_coding"	749	49.69
"ENSMUSG00000070319"	"protein_coding"	1075	55.91
"ENSMUSG00000086725"	"lincRNA"	2203	48.71
"ENSMUSG00000086724"	"pseudogene"	477	50.10
"ENSMUSG00000086727"	"protein_coding"	952	44.30
"ENSMUSG00000086726"	"pseudogene"	729	49.79
"ENSMUSG00000086721"	"pseudogene"	465	46.88
"ENSMUSG00000086720"	"antisense"	273	49.80
"ENSMUSG00000086722"	"antisense"	422	47.16
"ENSMUSG00000086729"	"antisense"	271	49.45
"ENSMUSG00000086728"	"antisense"	1067	53.23
"ENSMUSG00000083569"	"pseudogene"	799	52.69
"ENSMUSG00000022837"	"protein_coding"	1306	40.86
"ENSMUSG00000022836"	"protein_coding"	5450	52.17
"ENSMUSG00000076755"	"IG_V_gene"	347	40.63
"ENSMUSG00000076754"	"IG_V_gene"	350	40.57
"ENSMUSG00000022833"	"protein_coding"	4107	45.02
"ENSMUSG00000076752"	"IG_C_gene"	503	44.14
"ENSMUSG00000022831"	"protein_coding"	1233	53.26
"ENSMUSG00000076750"	"IG_V_gene"	350	41.14
"ENSMUSG00000076759"	"IG_V_gene"	325	51.08
"ENSMUSG00000076758"	"IG_V_gene"	329	51.98
"ENSMUSG00000039824"	"protein_coding"	1026	59.84
"ENSMUSG00000039826"	"protein_coding"	1272	55.06
"ENSMUSG00000086098"	"antisense"	804	52.99
"ENSMUSG00000086097"	"pseudogene"	256	52.34
"ENSMUSG00000086096"	"antisense"	701	53.78
"ENSMUSG00000086095"	"lincRNA"	2977	40.34
"ENSMUSG00000039828"	"protein_coding"	2151	49.37
"ENSMUSG00000086092"	"lincRNA"	429	48.95
"ENSMUSG00000086090"	"antisense"	469	38.58
"ENSMUSG00000043953"	"protein_coding"	2110	49.38
"ENSMUSG00000095101"	"protein_coding"	549	59.20
"ENSMUSG00000020068"	"protein_coding"	1204	52.29
"ENSMUSG00000020069"	"protein_coding"	1358	45.40
"ENSMUSG00000095100"	"snoRNA"	94	44.68
"ENSMUSG00000020062"	"protein_coding"	5321	40.56
"ENSMUSG00000020063"	"protein_coding"	2927	41.34
"ENSMUSG00000020061"	"protein_coding"	2057	47.04
"ENSMUSG00000063632"	"protein_coding"	2013	62.79
"ENSMUSG00000020067"	"protein_coding"	5246	53.55
"ENSMUSG00000020064"	"protein_coding"	4019	43.87
"ENSMUSG00000070345"	"protein_coding"	4158	49.66
"ENSMUSG00000009075"	"protein_coding"	2628	56.62
"ENSMUSG00000074264"	"protein_coding"	1370	40.09
"ENSMUSG00000030968"	"protein_coding"	2139	47.08
"ENSMUSG00000090907"	"antisense"	923	47.35
"ENSMUSG00000030963"	"protein_coding"	2472	52.43
"ENSMUSG00000030960"	"protein_coding"	691	45.18
"ENSMUSG00000030966"	"protein_coding"	2740	45.96
"ENSMUSG00000030967"	"protein_coding"	2658	42.04
"ENSMUSG00000030965"	"protein_coding"	1718	45.71
"ENSMUSG00000070699"	"protein_coding"	1910	59.84
"ENSMUSG00000070695"	"protein_coding"	4783	46.49
"ENSMUSG00000048307"	"protein_coding"	2480	48.27
"ENSMUSG00000070697"	"protein_coding"	1601	50.28
"ENSMUSG00000070690"	"protein_coding"	2241	49.44
"ENSMUSG00000070691"	"protein_coding"	1189	59.92
"ENSMUSG00000070692"	"pseudogene"	399	50.63
"ENSMUSG00000004100"	"protein_coding"	1039	59.66
"ENSMUSG00000096434"	"snRNA"	107	45.79
"ENSMUSG00000096435"	"retrotransposed"	1245	48.43
"ENSMUSG00000096436"	"protein_coding"	939	42.49
"ENSMUSG00000096437"	"pseudogene"	399	49.12
"ENSMUSG00000096430"	"snoRNA"	79	40.51
"ENSMUSG00000096431"	"snoRNA"	94	44.68
"ENSMUSG00000096432"	"miRNA"	100	49.00
"ENSMUSG00000096433"	"protein_coding"	4880	37.93
"ENSMUSG00000033703"	"protein_coding"	3838	59.61
"ENSMUSG00000033701"	"protein_coding"	1058	56.01
"ENSMUSG00000033707"	"protein_coding"	943	56.49
"ENSMUSG00000033706"	"protein_coding"	1012	53.71
"ENSMUSG00000033705"	"protein_coding"	6192	50.97
"ENSMUSG00000037469"	"protein_coding"	805	60.01
"ENSMUSG00000037466"	"protein_coding"	3353	56.64
"ENSMUSG00000037465"	"protein_coding"	3045	46.96
"ENSMUSG00000037463"	"protein_coding"	1338	55.66
"ENSMUSG00000037461"	"protein_coding"	4204	50.29
"ENSMUSG00000001123"	"protein_coding"	1230	51.92
"ENSMUSG00000077851"	"miRNA"	81	35.80
"ENSMUSG00000027927"	"protein_coding"	870	51.49
"ENSMUSG00000073586"	"pseudogene"	1588	61.71
"ENSMUSG00000027923"	"protein_coding"	647	57.65
"ENSMUSG00000031709"	"protein_coding"	3569	52.54
"ENSMUSG00000031708"	"protein_coding"	1190	56.78
"ENSMUSG00000031706"	"protein_coding"	4172	60.79
"ENSMUSG00000031701"	"protein_coding"	2839	41.67
"ENSMUSG00000031700"	"protein_coding"	1741	55.99
"ENSMUSG00000031703"	"protein_coding"	3355	43.28
"ENSMUSG00000023009"	"protein_coding"	1505	61.85
"ENSMUSG00000071568"	"retrotransposed"	507	48.92
"ENSMUSG00000023004"	"protein_coding"	1134	55.95
"ENSMUSG00000071567"	"lincRNA"	1353	45.16
"ENSMUSG00000071561"	"protein_coding"	506	42.53
"ENSMUSG00000023000"	"protein_coding"	2363	58.48
"ENSMUSG00000003452"	"protein_coding"	3426	42.57
"ENSMUSG00000071562"	"protein_coding"	418	39.71
"ENSMUSG00000026032"	"protein_coding"	763	44.95
"ENSMUSG00000026031"	"protein_coding"	1675	48.81
